Edad,Empleo,Estudios,Grados de estudio,Puesto,Rol familiar,Raza,Genero,Pais de nacimiento,Salario(K),Race
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, Hong,88, White
56, Private, 11th, Separated, Other-service, Not-in-family, Black, Female, United-States,48, White
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female, United-States,21, White
37, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,49, White
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,97, White
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female, United-States,37, White
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,47, White
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, United-States,34, White
44, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,32, Asian-Pac-Islander
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,25, White
32, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female, United-States,38, Black
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,44, Amer-Indian-Eskimo
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female, United-States,28, White
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,30, White
20, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,27, White
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,27, White
22, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male, Mexico,32, White
44, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male, United-States,49, Black
30, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,45, White
55, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male, United-States,31, Black
36, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,43, Amer-Indian-Eskimo
29, Private, 12th, Never-married, Tech-support, Not-in-family, White, Male, United-States,36, White
19, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,37, Black
45, State-gov, Assoc-voc, Married-civ-spouse, Protective-serv, Husband, White, Male, United-States,40, White
38, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male, United-States,93, White
42, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, United-States,42, Black
27, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female, United-States,49, White
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male, United-States,36, White
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,21, White
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male, United-States,20, Black
33, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female, United-States,49, White
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,78, White
34, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male, Dominican-Republic,47, White
72, Private, 7th-8th, Widowed, Other-service, Not-in-family, White, Female, ?,26, White
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,59, Black
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,86, White
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States,40, White
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,86, White
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,44, White
72, ?, Assoc-acdm, Widowed, ?, Not-in-family, White, Female, United-States,31, Amer-Indian-Eskimo
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male, United-States,32, White
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,99, White
41, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Female, United-States,24, White
20, ?, Some-college, Never-married, ?, Own-child, White, Male, United-States,43, White
47, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,83, White
71, ?, Some-college, Married-civ-spouse, ?, Husband, White, Male, United-States,39, White
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,96, Black
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male, Dominican-Republic,28, White
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female, United-States,23, White
23, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female, United-States,20, White
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,48, White
56, Self-emp-not-inc, 1st-4th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male, United-States,37, White
25, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Female, United-States,29, White
64, ?, Assoc-voc, Married-civ-spouse, ?, Wife, White, Female, United-States,38, White
35, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Female, United-States,25, White
61, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,43, White
36, State-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,38, White
18, Private, 12th, Never-married, Sales, Own-child, Black, Female, United-States,48, White
21, Private, Some-college, Married-spouse-absent, Sales, Own-child, Black, Female, United-States,27, White
43, ?, Assoc-acdm, Divorced, ?, Not-in-family, White, Female, United-States,20, White
32, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,34, White
52, Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, United-States,55, Black
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,36, White
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female, United-States,20, White
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,91, White
22, ?, Some-college, Separated, ?, Unmarried, White, Female, United-States,22, White
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female, United-States,22, White
60, ?, 7th-8th, Widowed, ?, Unmarried, White, Female, United-States,32, White
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, United-States,22, White
27, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,43, White
47, Self-emp-not-inc, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,35, White
65, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,33, Black
61, Self-emp-inc, Masters, Widowed, Exec-managerial, Unmarried, White, Female, United-States,47, White
18, Private, Some-college, Never-married, Sales, Own-child, White, Male, United-States,49, White
49, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, Puerto-Rico,33, White
48, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,59, Black
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male, United-States,38, White
30, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male, United-States,24, White
68, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male, United-States,51, White
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male, United-States,34, White
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,21, White
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male, United-States,37, Black
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,84, White
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female, United-States,74, White
24, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male, United-States,25, White
58, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male, United-States,22, White
32, Local-gov, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male, Germany,48, Asian-Pac-Islander
54, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male, United-States,61, White
35, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,95, White
35, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,36, White
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male, United-States,22, White
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male, United-States,55, White
38, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, White, Male, United-States,26, White
57, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,97, White
38, Private, Some-college, Never-married, Sales, Not-in-family, White, Male, United-States,37, White
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male, United-States,41, Black
25, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female, United-States,20, White
56, Private, Some-college, Married-spouse-absent, Transport-moving, Not-in-family, White, Male, United-States,35, White
32, Private, 11th, Divorced, Other-service, Unmarried, White, Female, United-States,28, White
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male, United-States,34, White
23, ?, Some-college, Never-married, ?, Other-relative, White, Male, United-States,45, White
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,47, Other
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female, United-States,33, White
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,32, White
24, ?, 9th, Never-married, ?, Own-child, White, Male, United-States,29, White
26, Local-gov, Bachelors, Never-married, Protective-serv, Own-child, White, Male, United-States,34, White
46, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male, United-States,98, White
33, Private, Bachelors, Separated, Sales, Not-in-family, White, Female, United-States,84, White
65, ?, HS-grad, Married-civ-spouse, ?, Husband, White, Male, United-States,90, White
65, Without-pay, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male, United-States,33, White
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,83, White
43, Local-gov, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female, United-States,43, White
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,76, White
35, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,41, White
48, Private, HS-grad, Widowed, Handlers-cleaners, Other-relative, White, Female, United-States,42, White
55, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,84, White
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,20, White
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,29, White
59, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male, United-States,32, White
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male, United-States,23, White
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male, United-States,30, White
26, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male, United-States,40, White
38, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female, United-States,28, White
